MA_h,Threshold,Hold_h,TopN,sharpe,sortino,maxdd,ann_ret,total_ret,win_rate,active_days
104,-0.7,26,5,1.5380685495858968,2.254599581083063,-0.13815194285333077,0.230150193940593,3.644710342539404,0.5287206266318538,1532
104,-0.9,8,20,1.5370185132893617,2.303797267530021,-0.12227704383891391,0.2169086973633194,3.286583573042747,0.5375805297065139,1397
104,-0.9,4,5,1.5361196614081323,2.459710151462255,-0.18672718402652178,0.21956423832696892,3.3564237691382175,0.5338733431516937,1358
156,-0.6,52,20,1.5353393740584274,2.236395743460301,-0.13861610482844755,0.24335992797617445,4.027483120341483,0.5512321660181583,1542
26,-0.9,52,20,1.5339057435425913,2.171364580748954,-0.12659376966100433,0.22458687236692776,3.49121332060675,0.5374331550802139,1496
156,-0.7,8,10,1.532384783994178,2.208452774768394,-0.10216555187866072,0.17501026954180943,2.3059469783654705,0.5439302481556003,1491
52,-0.9,13,5,1.5310092594365503,2.459660410143409,-0.10480742784098163,0.2418350459439793,3.981948607330671,0.5330578512396694,1452
208,-0.9,26,5,1.522311148200455,2.141247824137625,-0.18104790748158217,0.2797127668522943,5.225049346847433,0.5426786953504511,1441
156,-0.6,13,10,1.516054896236471,2.2206360971482977,-0.11552117439157772,0.19661761379732123,2.7841562527921337,0.545816733067729,1506
208,-0.7,52,10,1.5142657254018208,2.2200568537350867,-0.15279162016722891,0.2463102977610847,4.116607228839097,0.5440985732814526,1542
52,-0.8,26,5,1.5134681594088075,2.27899421145712,-0.12798284368912782,0.2086040258497175,3.07438505088962,0.5282017252820173,1507
52,-0.6,26,10,1.5098277851632356,2.2317939531669895,-0.12165136529138765,0.21497470348853498,3.2363314978496005,0.5269655620532814,1539
52,-0.9,8,10,1.5094983948372651,2.124925981040936,-0.11326638188606641,0.20153135792159915,2.900893295832805,0.5374479889042996,1442
156,-0.7,52,10,1.507765396876851,2.0328563576041887,-0.1302903698573914,0.24813245037135645,4.172330423757764,0.5557717250324254,1542
104,-0.9,26,20,1.5072684765824151,2.219788647101226,-0.17861739118053455,0.23448074452103573,3.7673154733475167,0.5311430527036276,1461
13,-0.9,52,20,1.5059410393176116,2.11737751675608,-0.1319741485174598,0.23738221248032798,3.8510184517000816,0.5476190476190477,1470
104,-0.7,6,10,1.50388083687513,2.219947408028368,-0.08334418454057435,0.16363217222607207,2.0758441494961866,0.521768251841929,1493
208,-0.7,13,5,1.5011806233357678,2.2299670240795266,-0.11952582589088023,0.20432094782338783,2.968542537059704,0.5450300200133422,1499
208,-0.4,26,20,1.4967189234296743,2.177336709088727,-0.1938906219826072,0.21878835831212373,3.3359172258969974,0.5416397675919948,1549
104,-0.7,52,20,1.4909669342623482,2.014297390404426,-0.18208622199013913,0.24813071079380777,4.1722769764449845,0.5485714285714286,1575
104,-0.4,26,20,1.4893141114950572,2.12851614557101,-0.1816787040836252,0.22392962623661727,3.4733725705823693,0.5387055837563451,1576
208,-0.8,52,5,1.4888503586875488,2.0650415829751703,-0.1512074924761242,0.25380723446979725,4.3492482767145075,0.5432661027976577,1537
208,-0.9,52,20,1.4861602392019442,2.0074700663477154,-0.16086570442480308,0.2600992393892636,4.551506412584485,0.549353301565691,1469
52,-0.9,52,20,1.485662494086761,2.083974451777223,-0.13173301313434094,0.22603503866600727,3.5307407382779195,0.5434491978609626,1496
104,-0.9,8,10,1.4851994309513161,2.220649635012811,-0.14271130056368486,0.21090232371751982,3.132180330303349,0.5304223335719399,1397
26,-0.7,26,20,1.484272926947162,1.978856392700647,-0.13108883996003695,0.2216476168480026,3.4119032252329147,0.5336721728081322,1574
104,-0.6,8,20,1.4836072327239973,2.0955301246538607,-0.12689914534296132,0.16507500107023,2.1042330958766913,0.5414181577203446,1509
52,-0.7,52,20,1.482997670374065,2.144161961007853,-0.15342761303431707,0.227660315170507,3.5754604365520475,0.532860824742268,1552
52,-0.3,26,20,1.4811141679381612,2.1343573492470327,-0.18706446782258968,0.21546746009512674,3.249086440699857,0.5363984674329502,1566
26,-0.9,26,5,1.4801348515663013,2.187577921016186,-0.14560509597159477,0.20665480602700037,3.0259174276002003,0.5350404312668463,1484
