ma_window,bubble_thr,mom_lb,hold_h,top_n,annual_ret,sharpe,max_dd,win_rate,n_trades,total_ret
1000,-0.9,78,6,5,-2.4816183968656702e-05,-0.03588071330476257,-0.014308375949663166,52.94117647058824,17,-0.00014511753702395325
2000,-0.6,6,6,10,-0.00016769001256466964,-0.044571116170432655,-0.0342367794324997,58.18181818181818,55,-0.0009802609201059465
2000,-0.8,13,2,20,-0.0005322172000953307,-0.06917009138899453,-0.04822826880953557,40.909090909090914,44,-0.0031084197819055692
2000,-0.6,3,6,20,-0.0001877472067297603,-0.0766913780349289,-0.03232404656772281,49.09090909090909,55,-0.001097455354186816
2000,-0.7,3,2,20,-0.0008458376636490961,-0.10409474693601918,-0.06388376096445458,44.31818181818182,88,-0.004936369373161109
1500,-0.9,3,4,5,-0.00023339330710558936,-0.11876840194510345,-0.03696654441532654,46.34146341463415,41,-0.0013641236018117064
2000,-0.5,13,13,10,-9.419630815554747e-05,-0.15667511310870466,-0.01662183825704855,42.857142857142854,49,-0.0005507388861833995
2000,-0.8,20,4,20,-0.00012095795365307804,-0.15807143218075004,-0.025366286546970596,45.83333333333333,24,-0.0007071607022073323
2000,-0.5,3,13,20,-0.00011525819187441222,-0.19404958395243024,-0.018963470513081226,48.97959183673469,49,-0.0006738472960711173
2000,-0.8,10,2,20,-0.0009456160439135219,-0.21613832830627352,-0.057326257641888145,47.72727272727273,44,-0.0055173487222498485
2000,-0.9,2,2,20,-0.0006997946334771354,-0.22693451760877495,-0.043358022183179856,55.00000000000001,20,-0.004085497657089987
2000,-0.8,3,13,10,-4.3692574473563894e-05,-0.24164336872273265,-0.009422728446118689,60.0,10,-0.0002554892680516341
2000,-0.5,3,6,5,-0.0006885560967785365,-0.24852383873778616,-0.056261136097038644,44.086021505376344,93,-0.004019995031081525
2000,-0.5,26,13,5,-0.00018459347880384058,-0.272879738631359,-0.019415710466600622,51.02040816326531,49,-0.001079028838004592
2000,-0.7,10,8,10,-0.00011830984725469396,-0.30022280770908216,-0.0125647879471813,50.0,26,-0.0006916834253106741
2000,-0.5,10,2,5,-0.005698113733733412,-0.35217199008599914,-0.16666627899253694,38.188976377952756,254,-0.032865932873637926
2000,-0.9,10,2,20,-0.0008820578942523305,-0.37838137657507953,-0.04870751610769586,50.0,20,-0.005147301350218569
2000,-0.6,10,2,10,-0.0031749144475384794,-0.38726494919079585,-0.10107655939228322,43.66197183098591,142,-0.0184247433798429
2000,-0.8,26,8,5,-0.00010661477511586526,-0.3919250216325102,-0.017877785574747618,61.53846153846154,13,-0.0006233273486392354
2000,-0.5,3,52,5,-4.776042266074754e-05,-0.40399719238470516,-0.006276339124278829,52.94117647058824,17,-0.00027927297154028974
2000,-0.9,13,2,5,-0.000829722477745487,-0.4139441416383009,-0.042614527659356916,55.00000000000001,20,-0.004842509130141837
2000,-0.8,20,6,10,-0.00014698025106441026,-0.4500421111088166,-0.01556313631087014,58.82352941176471,17,-0.0008592415664379072
2000,-0.6,2,8,5,-0.00033978118931699,-0.46519256949703086,-0.030977073356455498,52.38095238095239,42,-0.001985421237385765
2000,-0.7,2,13,20,-8.883761100109133e-05,-0.47110282269497805,-0.006887324645700743,41.17647058823529,17,-0.0005194148626630479
2000,-0.6,2,8,10,-0.0003339471904201252,-0.523095142564382,-0.024840012553755564,47.61904761904761,42,-0.0019513594067048778
2000,-0.8,10,4,5,-0.00035317744347573843,-0.5265138132167351,-0.027454318950688505,58.333333333333336,24,-0.002063631684794731
1500,-0.9,3,8,10,-0.00021189034450375122,-0.5387229389089351,-0.015352469211669217,37.5,24,-0.001238508890913259
2000,-0.6,13,40,10,-2.8670306385647493e-05,-0.554667332324733,-0.004895773395357517,41.66666666666667,12,-0.00016765371275329066
1500,-0.9,10,4,10,-0.0005886835600453777,-0.576913564993002,-0.02908486197558935,36.58536585365854,41,-0.003437741572908659
2000,-0.6,78,20,5,-0.00010209181915543653,-0.5854932995111911,-0.011103837990418253,45.0,20,-0.0005968902581532376
2000,-0.6,20,13,10,-0.00019669695572144263,-0.5902418371595619,-0.014314157184277754,41.37931034482759,29,-0.001149745170956673
2000,-0.6,6,20,20,-7.658044074343451e-05,-0.5951616937125238,-0.007173933966875601,55.00000000000001,20,-0.0004477630646416708
2000,-0.6,13,2,20,-0.0031646582047837324,-0.6127055992335055,-0.06993659046158018,45.774647887323944,142,-0.018365680476663315
2000,-0.6,2,13,10,-0.00025162479338036725,-0.616968055111973,-0.01426899689204808,55.172413793103445,29,-0.0014706169394415047
2000,-0.5,3,6,10,-0.001321453155676111,-0.6281629838585608,-0.05323484784407673,51.61290322580645,93,-0.007703210742569189
1500,-0.9,10,2,5,-0.00292352695992526,-0.6438529674438221,-0.08345589648447249,36.84210526315789,76,-0.01697622230456286
2000,-0.7,10,2,10,-0.003939204706654875,-0.6729313780653755,-0.10268225123490315,44.31818181818182,88,-0.022817800738136218
2000,-0.7,6,6,10,-0.0009176248926993091,-0.674107096917007,-0.035192687536410805,51.42857142857142,35,-0.005354393095515109
1500,-0.9,2,4,5,-0.0008154158803691525,-0.6752320846297173,-0.03718916103932879,39.02439024390244,41,-0.004759176562695089
2000,-0.8,10,13,20,-9.339676322062118e-05,-0.6754612176093148,-0.0068335852825935905,50.0,10,-0.000546065233835491
2000,-0.9,10,2,10,-0.0014201465494164678,-0.682893341541681,-0.05478563210482745,45.0,20,-0.008276549019781032
2000,-0.9,3,2,5,-0.001545740367656423,-0.6863864775666481,-0.05663398692523147,50.0,20,-0.009005762462679145
2000,-0.6,2,4,10,-0.0012880739347029824,-0.7053157759252804,-0.046025928532845706,51.94805194805194,77,-0.007509239087227004
1000,-0.8,3,8,10,-0.0006599579931859667,-0.707051083908588,-0.019607531419845947,43.28358208955223,67,-0.0038532978926104633
2000,-0.5,2,13,10,-0.00041162246635462196,-0.7083304452876916,-0.025305238637524208,51.02040816326531,49,-0.002404787884564219
2000,-0.5,3,2,5,-0.008998740015217388,-0.7571244231973274,-0.21128162481238233,42.125984251968504,254,-0.051490320784846055
2000,-0.6,3,4,5,-0.0019509435664524233,-0.769178860316945,-0.06388614626969158,57.14285714285714,77,-0.011355393238332123
2000,-0.6,10,4,20,-0.0016839162146514708,-0.7704148733162101,-0.04627617249315841,49.35064935064935,77,-0.009807515155225044
2000,-0.5,6,2,5,-0.009852907242550057,-0.7925823442297346,-0.20170057764753546,42.91338582677165,254,-0.056261372919640174
2000,-0.6,26,20,20,-0.0001267250434382472,-0.8007288567871516,-0.010784937533416583,45.0,20,-0.0007408666834283206
2000,-0.7,10,8,20,-0.000304812410116595,-0.8048102982142626,-0.014633504401563302,46.15384615384615,26,-0.0017812414271516364
1000,-0.9,6,6,5,-0.00029330849567432704,-0.8238289597487597,-0.016691638566649902,47.05882352941176,17,-0.001714063452433745
2000,-0.8,40,4,10,-0.0005010538056394731,-0.8316526440440228,-0.03276257144562422,50.0,24,-0.002926630726253654
2000,-0.6,52,20,5,-0.00016365006773033652,-0.8341607346572776,-0.012852482374866359,50.0,20,-0.0009566540932580692
2000,-0.8,10,8,10,-0.0001561352924627224,-0.8342241105145538,-0.013318991923343737,38.46153846153847,13,-0.0009127413727915146
2000,-0.6,10,13,5,-0.0003924564789138385,-0.8403657185325982,-0.01798526354848151,44.827586206896555,29,-0.0022929225395550423
1500,-0.9,10,6,10,-0.0006287548955284938,-0.8546276711163272,-0.01439933951147887,38.70967741935484,31,-0.00367138996891192
2000,-0.8,13,2,10,-0.002016299653296305,-0.8576600862225444,-0.05029224808870281,47.72727272727273,44,-0.011733937302824016
2000,-0.5,10,13,10,-0.00043726725199444427,-0.8603374831008298,-0.01966599902001165,46.93877551020408,49,-0.0025544515050257566
1500,-0.9,6,4,20,-0.000898367061986205,-0.8782701049836609,-0.02963666231253903,43.90243902439025,41,-0.005242267244628174
