Lookback,Z_Thresh,Hold,TopN,Direction,Ann_Ret,Sharpe,Sortino,MaxDD,Trades,Total_Ret
156,1.5,13,5,LONG,0.031039550674547334,0.19427935853501158,0.2899338635288637,-0.5791462778321002,737,0.19573448816569106
26,3.0,13,5,LONG,-0.0029669274964497783,0.18446636547647602,0.2742516920383542,-0.8583308690941763,734,-0.017226427228857588
52,2.0,8,5,LONG,0.023945813633429403,0.18133546519012436,0.2561529940440275,-0.6670033816801693,1209,0.14841869774216532
13,2.5,13,5,LONG,0.00724744512469222,0.17750324706980455,0.26689858897411445,-0.6182763499959254,743,0.04313496516286963
6,1.5,8,10,LONG,0.03157855881447369,0.1758894131542482,0.26221707895098917,-0.7001388260033541,1216,0.19939478369466634
156,3.0,8,5,LONG,-0.009153892030474342,0.16867579346679148,0.25284609410817727,-0.7100536473481667,1167,-0.052358423648782515
26,2.0,8,20,LONG,0.027065358655269156,0.16465000755268097,0.22687348190273712,-0.6320654270455495,1213,0.1690313328757891
26,2.5,8,20,LONG,0.014015502546504743,0.16278506661269695,0.22894418420564813,-0.8484476878652857,1206,0.08479852862055814
156,3.0,8,20,LONG,-0.012604217188284528,0.16054636889904755,0.24024868425970383,-0.7119064282845895,1167,-0.071494108327116
156,3.0,8,10,LONG,-0.012929980470378188,0.1598361760049426,0.23921420931856066,-0.7124618311828688,1167,-0.07328413390885269
52,3.0,6,10,LONG,-0.006916219136739343,0.1591840734977238,0.24249245982764214,-0.7815034508506523,1563,-0.039774289134559715
52,3.0,6,20,LONG,-0.007127634494939139,0.15871295581714898,0.2417668874579695,-0.7817753339037358,1563,-0.04096913225192833
156,3.5,26,5,LONG,-0.020726366095389803,0.1568433533916952,0.2234876564751136,-0.7410412004472982,362,-0.11527865695854267
26,2.5,8,5,LONG,0.007707326037909468,0.15568767066776418,0.21802388472966716,-0.8648873551272284,1206,0.04592327739862223
13,2.0,13,10,LONG,0.021868312281307034,0.15345433804366543,0.22200676735159589,-0.6161083037378265,748,0.13485931237730386
26,1.5,8,20,LONG,0.026956065083413527,0.15299773399880062,0.20861982628455897,-0.5954402526355146,1213,0.16830401930940564
156,3.5,26,10,LONG,-0.023559370673348234,0.15086763889181062,0.21530577738854192,-0.7396864996816567,362,-0.13014197701549135
156,3.5,26,20,LONG,-0.023559370673348234,0.15086763889181062,0.21530577738854192,-0.7396864996816567,362,-0.13014197701549135
52,3.0,6,5,LONG,-0.011566545868576417,0.14911933545203207,0.22693475727165893,-0.7741314633475722,1563,-0.06577312531621193
26,2.5,8,10,LONG,0.008734090459156851,0.1483926124463679,0.20866009305651578,-0.848738899655789,1206,0.052170974613381826
26,3.0,13,10,LONG,-0.01988070063116576,0.14580051635547855,0.21689525720466696,-0.857465495429411,734,-0.11080130509764707
104,4.0,13,20,LONG,-0.05410149675644582,0.14491770260355089,0.2231382210404252,-0.7040895275691692,691,-0.2776666455318597
104,4.0,13,10,LONG,-0.05410149675644582,0.14491770260355089,0.2231382210404252,-0.7040895275691692,691,-0.2776666455318597
104,4.0,13,5,LONG,-0.05410149675644582,0.14491770260355089,0.2231382210404252,-0.7040895275691692,691,-0.2776666455318597
104,1.5,13,10,LONG,0.02084177526771258,0.14459056165734452,0.20341908288740343,-0.6581455149844164,740,0.12820849143402668
26,3.0,13,20,LONG,-0.02064120966314187,0.14418798533469523,0.2145019252687401,-0.8582531421169282,734,-0.11482864664240267
156,1.5,8,5,LONG,0.009359431017287756,0.13804312456772924,0.19607602982966502,-0.722890755164187,1189,0.055991207944291244
104,1.5,13,20,LONG,0.019673005803041654,0.1261919216021814,0.18069984838279385,-0.6063110365842852,740,0.12067553219012783
13,2.5,13,10,LONG,-0.014326631160285874,0.12313105945293193,0.18445949551527296,-0.6267672988141875,743,-0.08092615162366024
52,1.5,8,5,LONG,0.006194000833081192,0.12306765161777083,0.17996694765356344,-0.6836287237172233,1210,0.036771026515892924
13,2.5,13,20,LONG,-0.0154645023017832,0.12016383270816179,0.17987537907035026,-0.6289207966488963,743,-0.08711352462710864
13,1.5,6,10,LONG,0.00950485256698319,0.10939336837094456,0.15224860024292625,-0.5653128985718868,1618,0.05688124056107524
156,4.0,4,10,LONG,-0.07401344330641357,0.10830341776589339,0.15571187392874497,-0.9223828607534799,1975,-0.3621735383929384
156,4.0,4,20,LONG,-0.07403740019581284,0.10825716691368681,0.1556452734635196,-0.9223946034318431,1975,-0.3622700350051927
156,4.0,4,5,LONG,-0.07463999717619718,0.10714281380723456,0.15408210674592845,-0.9229902799462231,1975,-0.3646932741897394
